operativo|consistencia|precondicion|postcondicion|activa|clausula_from|clausula_where|campos_pk|error_compilacion|valida|explicacion|falsos_positivos|momento|tipo|modulo|observaciones|variables_de_contexto|compilada
repsic241|o3_esp_rec_o3_4_1|informado(o3_esp) and dbo.dic_parte('o3_esp_dic', o3_esp,4)|o3_4=1|true||||La consistencia "o3_esp_rec_o3_4_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: o3_4=1 y o3_esp=vacía|||conceptual|grupo_personas|||
repsic241|o4_1_cant_per|o4=1|cant_per>=1|true|FROM grupo_personas JOIN repsic241_grupo_personas_calculada ON grupo_personas.id_caso=repsic241_grupo_personas_calculada.id_caso|WHERE (null2zero(o4) = 1) AND (null2zero(cant_per) >= 1) IS NOT TRUE|repsic241_grupo_personas_calculada.operativo,repsic241_grupo_personas_calculada.id_caso||false|Si la entrevista está realizada (o4=1), debe existir al menos un registro abierto en la tabla  personas|||completitud|relaciones|Requiere: Construir cant_per por grupo, que cuente cantidad de registros abiertos en base personas y que devuelva cero si no hay||2018-11-27 11:52:44.527
repsic241|o4_1_salt|o4=1|not informado(o5)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (not informado(o5)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si o4=1, o5 debe estar vacía|||auditoria|grupo_personas|||2018-11-27 11:52:45.774
repsic241|o4_2_cant_per|o4=2|cant_per=0|true|FROM grupo_personas JOIN repsic241_grupo_personas_calculada ON grupo_personas.id_caso=repsic241_grupo_personas_calculada.id_caso|WHERE (null2zero(o4) = 2) AND (null2zero(cant_per) = 0) IS NOT TRUE|repsic241_grupo_personas_calculada.operativo,repsic241_grupo_personas_calculada.id_caso||false|Si la entrevista no está realizada (o4=2), no debería haber abiertos registros en la tabla personas|||completitud|grupo_personas|||2018-11-27 11:52:46.554
repsic241|o4_info||informado(o4)|true|FROM grupo_personas|WHERE (true) AND (informado(o4)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|La realización de la entrevista (o4) siempre debe estar informada|||auditoria|grupo_personas|!!!!! Se puede usar la función informado????? Sirve para numero y texto????||2018-11-27 11:52:47.378
repsic241|o4_vval|informado(o4)|o4=1 or o4=2|true|FROM grupo_personas|WHERE (informado(o4)) AND (null2zero(o4) = 1 or null2zero(o4) = 2) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Valores válidos de o4: 1 y 2|||auditoria|grupo_personas|||2018-11-27 11:52:48.373
repsic241|o5_5_o5_esp|o5=5|informado(o5_esp)|true|FROM grupo_personas|WHERE (null2zero(o5) = 5) AND (informado(o5_esp)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si o5=5, debe haber un texto especificado en o5_esp|||auditoria|grupo_personas|||2018-11-27 11:52:49.583
repsic241|o5_esp_falta_dic|informado(o5_esp)|dbo.dic_tradu('o5_esp_dic',o5_esp)>0|true||||La consistencia "o5_esp_falta_dic" del operativo "repsic241" es inválida. La Función dbo.dic_tradu no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|El texto especificado en o5_esp no existe en el diccionario. Analizar si corresponde recodificarlo, y agregarlo al diccionario|||conceptual|grupo_personas|||
repsic241|o5_esp_o5_5|informado(o5_esp)|o5=5|true|FROM grupo_personas|WHERE (informado(o5_esp)) AND (null2zero(o5) = 5) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si o5_esp tiene un texto informado, o5 debe ser igual a 5|||auditoria|grupo_personas|||2018-11-27 11:52:53.022
repsic241|o5_esp_rec_o5_1|informado(o5_esp) and dbo.dic_parte('o5_esp_dic', o5_esp,1)|o5=1|true||||La consistencia "o5_esp_rec_o5_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: o5=1 y o5_esp=vacía|||conceptual|grupo_personas|!!!!! Podemos usar diccionarios ????||
repsic241|o5_esp_rec_o5_2|informado(o5_esp) and dbo.dic_parte('o5_esp_dic', o5_esp,2)|o5=2|true||||La consistencia "o5_esp_rec_o5_2" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: o5=2 y o5_esp=vacía|||conceptual|grupo_personas|||
repsic241|o5_esp_rec_o5_3|informado(o5_esp) and dbo.dic_parte('o5_esp_dic', o5_esp,3)|o5=3|true||||La consistencia "o5_esp_rec_o5_3" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: o5=3 y o5_esp=vacía|||conceptual|grupo_personas|||
repsic241|o5_esp_rec_o5_4|informado(o5_esp) and dbo.dic_parte('o5_esp_dic', o5_esp,4)|o5=4|true||||La consistencia "o5_esp_rec_o5_4" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: o5=4 y o5_esp=vacía|||conceptual|grupo_personas|||
repsic241|o5_info|o4=2|informado(o5)|true|FROM grupo_personas|WHERE (null2zero(o4) = 2) AND (informado(o5)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si o4=2, o5 debe estar informada|||auditoria|grupo_personas|||2018-11-27 11:53:06.279
repsic241|o5_vval|informado(o5)|o5>=1 and o5<=5|true|FROM grupo_personas|WHERE (informado(o5)) AND (null2zero(o5) >= 1 and null2zero(o5) <= 5) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Valores válidos de o5: 1 a 5|||auditoria|grupo_personas|||2018-11-27 11:53:07.319
repsic241|p1_info||informado(p1)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (true) AND (informado(p1)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|La relación con el referente (p1) siempre debe estar informada|||auditoria|personas|||2018-11-23 13:04:23.991
repsic241|p1_vval|informado(p1)|(p1>=1 and p1<=12) or p1=14 or p1=88 or p1=99 or p1=777|true|FROM personas|WHERE (informado(null2zero(p1))) AND (null2zero(p1) >= 1 and null2zero(p1) <= 12 or null2zero(p1) = 14 or null2zero(p1) = 88 or null2zero(p1) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p1 son: 1 a 12, 14, 88, 99 y 777|||auditoria|personas|||2018-11-15 17:49:57.055
repsic241|p2_info||informado(p2)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (true) AND (informado(p2)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|El sexo (p2) siempre debe estar informado|||auditoria|personas|||2018-11-23 13:04:24.795
repsic241|p2_vval|informado(p2)|p2=1 or p2=2 or p2=88 or p2=99 or p2=777|true|FROM personas|WHERE (informado(null2zero(p2))) AND (null2zero(p2) = 1 or null2zero(p2) = 2 or null2zero(p2) = 88 or null2zero(p2) = 99 or null2zero(p2) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p2 son: 1, 2, 88, 99 y 777|||auditoria|personas|||2018-11-15 17:49:57.057
repsic241|p3_info||informado(p3)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (true) AND (informado(p3)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|La edad (p3) siempre debe estar informada|||auditoria|personas|||2018-11-23 13:04:25.380
repsic241|p3_max|informado(p3)|p3<100 or p3=888 or p3=999 or p3=777|true|FROM personas|WHERE (informado(null2zero(p3))) AND (null2zero(p3) < 100 or null2zero(p3) = 888 or null2zero(p3) = 999 or null2zero(p3) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Informa una edad de 100 años o más. Descartar error de tipeo|||conceptual|personas|||2018-11-15 17:49:57.060
repsic241|p3_min|informado(p3)|p3>=0|true|FROM personas|WHERE (informado(null2zero(p3))) AND (null2zero(p3) >= 0) IS NOT TRUE|operativo,id_caso,p0||false|La edad (p3) nunca puede ser negativa|||conceptual|personas|||2018-11-15 17:49:57.061
repsic241|p4_info||informado(p4)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (true) AND (informado(p4)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|El lugar de nacimiento (p4) siempre debe estar informado|||auditoria|personas|||2018-11-23 13:04:25.908
repsic241|p4_vval|informado(p4)|(p4>=1 and p4<=4) or p4=88 or p4=99 or p4=777|true|FROM personas|WHERE (informado(null2zero(p4))) AND (null2zero(p4) >= 1 and null2zero(p4) <= 4 or null2zero(p4) = 88 or null2zero(p4) = 99 or null2zero(p4) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p4 son: 1 a 4, 88, 99 y 777|||auditoria|personas|||2018-11-15 17:49:57.062
repsic241|p5_info||informado(p5)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (true) AND (informado(p5)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|La condición de asistencia (p5) siempre debe estar informada|||auditoria|personas|||2018-11-23 13:04:26.338
repsic241|p5_salt|p5=3 or p5=88 or p5=99 or p5=777|not informado(p6) and not informado(p7) and not informado(p8)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p5) = 3 or null2zero(p5) = 88 or null2zero(p5) = 99 or null2zero(p5) = 777) AND (not informado(p6) and not informado(p7) and not informado(p8)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si p5= 3, 88, 99 o 777, deben estar vacías: p6, p7 y p8|||auditoria|personas|||2018-11-23 13:04:26.728
repsic241|p5_vval|informado(p5)|(p5>=1 and p5<=3) or p5=88 or p5=99 or p5=777|true|FROM personas|WHERE (informado(null2zero(p5))) AND (null2zero(p5) >= 1 and null2zero(p5) <= 3 or null2zero(p5) = 88 or null2zero(p5) = 99 or null2zero(p5) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p5 son: 1 a 3, 88, 99 y 777|||auditoria|personas|||2018-11-15 17:49:57.066
repsic241|p6_1_salt|p6=1|not informado(p7)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p6) = 1) AND (not informado(p7)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si p6=1, debe estar vacía: p7|||auditoria|personas|||2018-11-23 13:04:27.314
repsic241|p6_88_salt|p6=88 or p6=99 or p6=777|not informado(p7) and not informado(p8)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p6) = 88 or null2zero(p6) = 99 or null2zero(p6) = 777) AND (not informado(p7) and not informado(p8)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si p6= 88, 99 o 777, deben estar vacías: p7 y p8|||auditoria|personas|||2018-11-23 13:04:27.966
repsic241|p6_info|p5=1 or p5=2|informado(p6)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p5) = 1 or null2zero(p5) = 2) AND (informado(p6)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si asiste o no asiste pero asistió (p5=1 o 2), debe estar informada p6|||auditoria|personas|||2018-11-23 13:04:28.230
repsic241|p6_vval|informado(p6)|(p6>=1 and p6<=8) or p6=88 or p6=99 or p6=777|true|FROM personas|WHERE (informado(null2zero(p6))) AND (null2zero(p6) >= 1 and null2zero(p6) <= 8 or null2zero(p6) = 88 or null2zero(p6) = 99 or null2zero(p6) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p6 son: 1 a 8, 88, 99 y 777|||auditoria|personas|||2018-11-15 17:49:57.084
repsic241|p7_info|p6>=2 and p6<=8|informado(p7)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p6) >= 2 and null2zero(p6) <= 8) AND (informado(p7)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si cursa o cursó de primario a universitario y más (p6=2a8), debe estar informada p7|||auditoria|personas|||2018-11-23 13:04:28.558
repsic241|p7_vval|informado(p7)|p7=1 or p7=2 or p7=88 or p7=99 or p7=777|true|FROM personas|WHERE (informado(null2zero(p7))) AND (null2zero(p7) = 1 or null2zero(p7) = 2 or null2zero(p7) = 88 or null2zero(p7) = 99 or null2zero(p7) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p7 son: 1, 2, 88, 99 o 777|||auditoria|personas|||2018-11-15 17:49:57.086
repsic241|p8_info|p6>=1 and p6<=8|informado(p8)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p6) >= 1 and null2zero(p6) <= 8) AND (informado(p8)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si cursa o cursó de jardín a universitario y más (p6=1a8), debe estar informada p8|||auditoria|personas|||2018-11-23 13:04:28.994
repsic241|p8_vval|informado(p8)|(p8>=1 and p8<=4) or p8=88 or p8=99 or p8=777|true|FROM personas|WHERE (informado(null2zero(p8))) AND (null2zero(p8) >= 1 and null2zero(p8) <= 4 or null2zero(p8) = 88 or null2zero(p8) = 99 or null2zero(p8) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p8 son: 1 a 4, 88, 99 o 777|||auditoria|personas|||2018-11-15 17:49:57.087
repsic241|p9_4_p9_esp|p9=4|informado(p9_esp)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (null2zero(p9) = 4) AND (informado(p9_esp)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|Si p9=4, debe haber un texto especificado en p9_esp|||auditoria|personas|||2018-11-23 13:04:29.570
repsic241|p9_esp_falta_dic|informado(p9_esp)|dbo.dic_tradu('p9_esp_dic',p9_esp)>0|true||||La consistencia "p9_esp_falta_dic" del operativo "repsic241" es inválida. La Función dbo.dic_tradu no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|El texto especificado en p9_esp no existe en el diccionario. Analizar si corresponde recodificarlo, y agregarlo al diccionario|||conceptual|personas|||
repsic241|p9_esp_p9_4|informado(p9_esp)|p9=4|true|FROM personas|WHERE (informado(null2zero(p9_esp))) AND (null2zero(p9) = 4) IS NOT TRUE|operativo,id_caso,p0||false|Si p9_esp tiene un texto informado, p9 debe ser igual a 4|||auditoria|personas|||2018-11-15 17:49:57.074
repsic241|p9_esp_rec_p9_1|informado(p9_esp) and dbo.dic_parte('p9_esp_dic', p9_esp,1)|p9=1|true||||La consistencia "p9_esp_rec_p9_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: p9=1 y p9_esp=vacía|||conceptual|personas|||
repsic241|p9_esp_rec_p9_2|informado(p9_esp) and dbo.dic_parte('p9_esp_dic', p9_esp,2)|p9=2|true||||La consistencia "p9_esp_rec_p9_2" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: p9=2 y p9_esp=vacía|||conceptual|personas|||
repsic241|p9_esp_rec_p9_3|informado(p9_esp) and dbo.dic_parte('p9_esp_dic', p9_esp,3)|p9=3|true||||La consistencia "p9_esp_rec_p9_3" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: p9=3 y p9_esp=vacía|||conceptual|personas|||
repsic241|p9_info||informado(p9)|true|FROM grupo_personas JOIN personas ON grupo_personas.id_caso=personas.id_caso|WHERE (true) AND (informado(p9)) IS NOT TRUE|personas.operativo,personas.id_caso,personas.p0||false|La documentación identificatoria (p9), siempre debe estar informada|||auditoria|personas|||2018-11-23 13:04:29.810
repsic241|p9_vval|informado(p9)|(p9>=1 and p9<=4) or p9=88 or p9=99 or p9=777|true|FROM personas|WHERE (informado(null2zero(p9))) AND (null2zero(p9) >= 1 and null2zero(p9) <= 4 or null2zero(p9) = 88 or null2zero(p9) = 99 or null2zero(p9) = 777) IS NOT TRUE|operativo,id_caso,p0||false|Los valores válidos de p9 son: 1 a 4, 88, 99 o 777|||auditoria|personas|||2018-11-15 17:49:57.088
repsic241|poli_comp_edad|p6=5 and p7=1|p3>=17|true|FROM personas|WHERE (null2zero(p6) = 5 and null2zero(p7) = 1) AND (null2zero(p3) >= 17) IS NOT TRUE|operativo,id_caso,p0||false|Si tiene polimodal completo debería tener 17 años o mas|||conceptual|personas|||2018-11-15 17:49:57.077
repsic241|poli_edad|p6=5|p3>=15|true|FROM personas|WHERE (null2zero(p6) = 5) AND (null2zero(p3) >= 15) IS NOT TRUE|operativo,id_caso,p0||false|Si asiste o asistió a polimodal, debería tener 15 años o mas|||conceptual|personas|||2018-11-15 17:49:57.078
repsic241|pri_esp_comp_edad|p6=6 and p7=1|p3>=12|true|FROM personas|WHERE (null2zero(p6) = 6 and null2zero(p7) = 1) AND (null2zero(p3) >= 12) IS NOT TRUE|operativo,id_caso,p0||false|Si tiene primario especial completo debería tener 12 años o mas|||conceptual|personas|||2018-11-15 17:49:57.089
repsic241|prim_comp_edad|p6=2 and p7=1|p3>=12|true|FROM personas|WHERE (null2zero(p6) = 2 and null2zero(p7) = 1) AND (null2zero(p3) >= 12) IS NOT TRUE|operativo,id_caso,p0||false|Si tiene primario completo, debería tener 12 años o mas|||conceptual|personas|||2018-11-15 17:49:57.079
repsic241|prim_edad|p5=1 and (p6=2 or p6=3 or p6=6)|p3>5 and p3<16|true|FROM personas|WHERE (null2zero(p5) = 1 and null2zero(p6) = 2 or null2zero(p6) = 3 or null2zero(p6) = 6) AND (null2zero(p3) > 5 and null2zero(p3) < 16) IS NOT TRUE|operativo,id_caso,p0||false|Si asiste a primario, EGB o primario especial, debería tener entre 6 y 15 años|||conceptual|personas|||2018-11-15 17:49:57.090
repsic241|r1_1_salt|r1=1|not informado(r2) and not informado(r3) and not informado(r4)|true|FROM grupo_personas|WHERE (null2zero(r1) = 1) AND (not informado(r2) and not informado(r3) and not informado(r4)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si está en la Ciudad desde que nació (r1=1), deben estar vacías: r2, r3 y r4|||auditoria|referentes|||2018-11-27 11:53:56.641
repsic241|r1_23_salt|r1=2 or r1=3|not informado(r2)|true|FROM grupo_personas|WHERE (null2zero(r1) = 2 or null2zero(r1) = 3) AND (not informado(r2)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si hace más de 6 meses que está en la Ciudad (r1=2 or r1=3), debe estar vacía r2|||auditoria|referentes|||2018-11-27 11:53:57.769
repsic241|r1_info|o4=1|informado(r1)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r1)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista fue realizada (o4=1), debe estar informado desde cuándo (el referente) está en la Ciudad (r1)|||auditoria|referentes|||2018-11-27 11:53:58.705
repsic241|r1_vval|informado(r1)|r1>=1 and r1<=4|true|FROM grupo_personas|WHERE (informado(r1)) AND (null2zero(r1) >= 1 and null2zero(r1) <= 4) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r1 son: de 1 a 4|||auditoria|referentes|||2018-11-27 11:53:59.561
repsic241|r10_1_info|o4=1|informado(r10_1)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r10_1)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista fue realizada (o4=1), debe estar informado si recibió ingresos en el mes pasado por … jubilación o pensión (r10_1=1)|||auditoria|referentes|||2018-11-27 11:53:08.651
repsic241|r10_1_vval|informado(r10_1)|r10_1=1 or r10_1=2 or r10_1=88 or r10_1=99|true|FROM grupo_personas|WHERE (informado(r10_1)) AND (null2zero(r10_1) = 1 or null2zero(r10_1) = 2 or null2zero(r10_1) = 88 or null2zero(r10_1) = 99) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r10_1 son: 1, 2, 88 y 99|||auditoria|referentes|||2018-11-27 11:53:09.471
repsic241|r10_2_info|o4=1|informado(r10_2)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r10_2)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista fue realizada (o4=1), debe estar informado si recibió ingresos en el mes pasado por … el programa de Ciudadanía Porteña (r10_2=1)|||auditoria|referentes|||2018-11-27 11:53:10.295
repsic241|r10_2_vval|informado(r10_2)|r10_2=1 or r10_2=2 or r10_2=88 or r10_2=99|true|FROM grupo_personas|WHERE (informado(r10_2)) AND (null2zero(r10_2) = 1 or null2zero(r10_2) = 2 or null2zero(r10_2) = 88 or null2zero(r10_2) = 99) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r10_2 son: 1, 2, 88 y 99|||auditoria|referentes|||2018-11-27 11:53:11.137
repsic241|r10_3_info|o4=1|informado(r10_3)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r10_3)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista fue realizada (o4=1), debe estar informado si recibió ingresos en el mes pasado por … Asignación Universal por Hijo (r10_3=1)|||auditoria|referentes|||2018-11-27 11:53:12.358
repsic241|r10_3_vval|informado(r10_3)|r10_3=1 or r10_3=2 or r10_3=88 or r10_3=99|true|FROM grupo_personas|WHERE (informado(r10_3)) AND (null2zero(r10_3) = 1 or null2zero(r10_3) = 2 or null2zero(r10_3) = 88 or null2zero(r10_3) = 99) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r10_3 son: 1, 2, 88 y 99|||auditoria|referentes|||2018-11-27 11:53:13.183
repsic241|r10_4_info|o4=1|informado(r10_4)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r10_4)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista fue realizada (o4=1), debe estar informado si recibió ingresos en el mes pasado por … otro subsidio o plan social, en dinero, del gobierno (r10_4=1)|||auditoria|referentes|||2018-11-27 11:53:14.176
repsic241|r10_4_vval|informado(r10_4)|r10_4=1 or r10_4=2 or r10_4=88 or r10_4=99|true|FROM grupo_personas|WHERE (informado(r10_4)) AND (null2zero(r10_4) = 1 or null2zero(r10_4) = 2 or null2zero(r10_4) = 88 or null2zero(r10_4) = 99) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r10_4 son: 1, 2, 88 y 99|||auditoria|referentes|||2018-11-27 11:53:15.488
repsic241|r10_5_info|o4=1|informado(r10_5)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r10_5)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista fue realizada (o4=1), debe estar informado si recibió ingresos en el mes pasado por … algún otro ingreso en dinero (r10_5)|||auditoria|referentes|||2018-11-27 11:53:16.639
repsic241|r10_5_r10_esp|r10_5=1|informado(r10_esp)|true|FROM grupo_personas|WHERE (null2zero(r10_5) = 1) AND (informado(r10_esp)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si recibió algún otro ingreso, debe especificar cual en r10_esp|||auditoria|referentes|||2018-11-27 11:53:17.448
repsic241|r10_5_vval|informado(r10_5)|r10_5=1 or r10_5=2 or r10_5=88 or r10_5=99|true|FROM grupo_personas|WHERE (informado(r10_5)) AND (null2zero(r10_5) = 1 or null2zero(r10_5) = 2 or null2zero(r10_5) = 88 or null2zero(r10_5) = 99) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r10_5 son: 1, 2, 88 y 99|||auditoria|referentes|||2018-11-27 11:53:19.463
repsic241|r10_esp_falta_dic|informado(r10_esp)|dbo.dic_tradu('r10_esp_dic',r10_esp)>0|true||||La consistencia "r10_esp_falta_dic" del operativo "repsic241" es inválida. La Función dbo.dic_tradu no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|El texto especificado en r10_esp no existe en el diccionario. Analizar si corresponde recodificarlo, y agregarlo al diccionario|||conceptual|referentes|||
repsic241|r10_esp_r10_5|informado(r10_esp)|r10_5=1|true|FROM grupo_personas|WHERE (informado(r10_esp)) AND (null2zero(r10_5) = 1) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si existe un texto especificado en r10_esp, r10_5 debe ser igual a uno|||auditoria|referentes|||2018-11-27 11:53:23.081
repsic241|r10_esp_rec_10_1_1|informado(r10_esp) and dbo.dic_parte('r10_esp_dic', r10_esp,1)|r10_1=1|true||||La consistencia "r10_esp_rec_10_1_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: r10_1=1 y r10_esp=vacía|||conceptual|referentes|||
repsic241|r10_esp_rec_r10_2_1|informado(r10_esp) and dbo.dic_parte('r10_esp_dic', r10_esp,2)|r10_2=1|true||||La consistencia "r10_esp_rec_r10_2_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: r10_2=1 y r10_esp=vacía|||conceptual|referentes|||
repsic241|r10_esp_rec_r10_3_1|informado(r10_esp) and dbo.dic_parte('r10_esp_dic', r10_esp,3)|r10_3=1|true||||La consistencia "r10_esp_rec_r10_3_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: r10_3=1 y r10_esp=vacía|||conceptual|referentes|||
repsic241|r10_esp_rec_r10_4_1|informado(r10_esp) and dbo.dic_parte('r10_esp_dic', r10_esp,4)|r10_4=1|true||||La consistencia "r10_esp_rec_r10_4_1" del operativo "repsic241" es inválida. La Función dbo.dic_parte no está incluida en la whiteList de funciones: div,avg,count,max,min,sum,coalesce,informado,dic_tradu|false|Se recomienda recodificar el texto como: r10_4=1 y r10_esp=vacía|||conceptual|referentes|||
repsic241|r11_1_info|o4=1|informado(r11_1)|true|FROM grupo_personas|WHERE (null2zero(o4) = 1) AND (informado(r11_1)) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Si la entrevista está realizada (o4=1), r11_1 debe estar informada|||auditoria|referentes|||2018-11-27 11:53:32.446
repsic241|r11_1_vval|informado(r11_1)|r11_1=1 or r11_1=2 or r11_1=88 or r11_1=99|true|FROM grupo_personas|WHERE (informado(r11_1)) AND (null2zero(r11_1) = 1 or null2zero(r11_1) = 2 or null2zero(r11_1) = 88 or null2zero(r11_1) = 99) IS NOT TRUE|grupo_personas.operativo,grupo_personas.id_caso||false|Los valores válidos de r11_1 son: 1, 2, 88 y 99|||auditoria|referentes|||2018-11-27 11:53:33.677
